,Overall,Potential,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,Name,Age,Nationality,PreferredPositions
8547,67,75,74.0,55.0,73.0,72.0,69.0,57.0,72.0,67.0,71.0,47.0,47.0,12.0,12.0,12.0,7.0,9.0,53.0,62.0,61.0,57.0,51.0,62.0,52.0,47.0,62.0,60.0,48.0,61.0,76.0,73.0,67.0,71.0,57.0,42.0,S. McQueen,22,England,LM LB
8548,67,74,80.0,70.0,75.0,77.0,65.0,60.0,63.0,62.0,68.0,51.0,66.0,10.0,6.0,12.0,9.0,14.0,55.0,68.0,71.0,62.0,68.0,64.0,61.0,40.0,55.0,69.0,70.0,62.0,75.0,76.0,65.0,70.0,57.0,49.0,D. Poha,20,France,CM CDM
8549,67,67,54.0,40.0,41.0,54.0,12.0,56.0,15.0,12.0,13.0,14.0,15.0,72.0,61.0,68.0,62.0,67.0,12.0,26.0,57.0,11.0,11.0,12.0,21.0,13.0,68.0,18.0,16.0,14.0,59.0,34.0,15.0,50.0,33.0,13.0,B. Körk,37,Turkey,GK
8550,67,71,67.0,51.0,73.0,68.0,69.0,62.0,45.0,65.0,61.0,61.0,62.0,10.0,7.0,14.0,7.0,11.0,56.0,60.0,71.0,62.0,54.0,40.0,56.0,63.0,68.0,70.0,54.0,48.0,68.0,78.0,57.0,66.0,67.0,71.0,K. Pusch,24,Germany,CM CAM
8551,67,74,66.0,69.0,78.0,74.0,72.0,63.0,67.0,66.0,68.0,58.0,53.0,8.0,7.0,13.0,8.0,8.0,53.0,63.0,60.0,63.0,59.0,49.0,52.0,64.0,64.0,69.0,65.0,65.0,68.0,69.0,62.0,58.0,68.0,56.0,A. Hunou,23,France,RM CAM CDM CM
8552,67,67,67.0,75.0,75.0,78.0,63.0,42.0,68.0,50.0,43.0,26.0,34.0,9.0,10.0,7.0,5.0,15.0,47.0,64.0,62.0,51.0,32.0,68.0,45.0,46.0,63.0,56.0,54.0,64.0,65.0,85.0,67.0,58.0,44.0,37.0,S. Takahashi,27,Japan,RWB LB RB
8553,67,70,31.0,23.0,28.0,37.0,14.0,25.0,15.0,13.0,11.0,15.0,13.0,,60.0,61.0,65.0,71.0,16.0,15.0,55.0,23.0,12.0,11.0,23.0,8.0,63.0,20.0,21.0,18.0,30.0,23.0,13.0,60.0,46.0,14.0,O. Jansson,26,Sweden,GK
8554,67,75,68.0,58.0,61.0,63.0,34.0,54.0,33.0,35.0,39.0,29.0,23.0,11.0,14.0,8.0,8.0,8.0,64.0,68.0,74.0,48.0,29.0,69.0,36.0,38.0,67.0,61.0,51.0,67.0,73.0,62.0,69.0,72.0,35.0,36.0,M. Cacutalua,22,Germany,CB
8555,67,67,45.0,26.0,46.0,60.0,26.0,27.0,20.0,17.0,19.0,14.0,16.0,67.0,64.0,62.0,67.0,69.0,15.0,27.0,56.0,14.0,15.0,15.0,33.0,19.0,64.0,30.0,26.0,17.0,43.0,28.0,21.0,60.0,12.0,18.0,T. Renault,33,France,GK
8556,67,67,81.0,56.0,69.0,67.0,63.0,68.0,60.0,58.0,63.0,30.0,61.0,11.0,8.0,14.0,11.0,8.0,61.0,60.0,60.0,56.0,38.0,64.0,36.0,48.0,64.0,61.0,53.0,66.0,83.0,76.0,66.0,74.0,52.0,44.0,B. Kopplin,28,Germany,LB RB
8557,67,68,54.0,69.0,63.0,66.0,36.0,55.0,24.0,30.0,25.0,16.0,22.0,12.0,12.0,10.0,8.0,9.0,65.0,65.0,77.0,67.0,22.0,70.0,34.0,23.0,57.0,67.0,37.0,65.0,34.0,65.0,70.0,77.0,44.0,24.0,Kim Nam Chun,28,Korea Republic,CB
8558,67,68,74.0,69.0,57.0,60.0,67.0,65.0,57.0,57.0,67.0,63.0,41.0,6.0,9.0,12.0,7.0,12.0,65.0,59.0,72.0,34.0,62.0,29.0,31.0,68.0,64.0,70.0,64.0,55.0,77.0,71.0,56.0,74.0,68.0,64.0,L. Solignac,26,Argentina,LW RW
8559,67,71,78.0,68.0,76.0,77.0,66.0,61.0,66.0,28.0,67.0,38.0,35.0,9.0,15.0,6.0,11.0,10.0,42.0,59.0,60.0,48.0,40.0,61.0,35.0,67.0,66.0,67.0,40.0,62.0,91.0,75.0,63.0,64.0,58.0,21.0,Kim Yong Hwan,24,Korea Republic,LB LM
8560,67,70,33.0,66.0,37.0,38.0,56.0,57.0,36.0,29.0,45.0,23.0,23.0,15.0,10.0,8.0,10.0,12.0,67.0,61.0,63.0,58.0,34.0,66.0,39.0,23.0,59.0,53.0,66.0,63.0,33.0,65.0,69.0,90.0,30.0,26.0,N. Kuipers,24,Netherlands,CB
8561,67,67,74.0,47.0,79.0,71.0,64.0,63.0,64.0,38.0,66.0,53.0,53.0,14.0,14.0,14.0,13.0,16.0,57.0,65.0,66.0,63.0,52.0,67.0,53.0,67.0,65.0,64.0,57.0,65.0,75.0,80.0,67.0,63.0,64.0,43.0,T. Rowe,28,England,LWB CM CAM LM
8562,67,67,66.0,75.0,67.0,67.0,62.0,65.0,32.0,50.0,56.0,69.0,31.0,15.0,16.0,11.0,10.0,11.0,70.0,22.0,81.0,28.0,58.0,17.0,60.0,66.0,64.0,58.0,70.0,31.0,66.0,77.0,35.0,83.0,52.0,57.0,M. Grüttner,31,Germany,ST
8563,67,79,63.0,67.0,62.0,60.0,61.0,61.0,35.0,34.0,40.0,26.0,31.0,6.0,10.0,10.0,9.0,14.0,61.0,65.0,68.0,55.0,35.0,63.0,38.0,31.0,64.0,62.0,62.0,65.0,74.0,61.0,67.0,73.0,43.0,18.0,F. Uduokhai,19,Germany,CB
8564,67,67,69.0,72.0,63.0,60.0,64.0,70.0,66.0,63.0,65.0,66.0,77.0,12.0,7.0,14.0,8.0,14.0,64.0,54.0,64.0,64.0,75.0,49.0,72.0,58.0,75.0,66.0,82.0,48.0,68.0,72.0,55.0,73.0,69.0,60.0,G. Gabulov,28,Russia,CF CM
8565,67,67,88.0,61.0,73.0,68.0,68.0,57.0,68.0,67.0,70.0,63.0,46.0,7.0,11.0,13.0,15.0,8.0,64.0,58.0,85.0,59.0,72.0,65.0,70.0,59.0,68.0,65.0,80.0,52.0,86.0,80.0,59.0,71.0,64.0,58.0,G. Lovrencsics,28,Hungary,RM RB
8566,67,69,49.0,77.0,62.0,60.0,60.0,58.0,49.0,37.0,49.0,39.0,38.0,9.0,8.0,9.0,11.0,11.0,62.0,66.0,67.0,62.0,43.0,61.0,43.0,40.0,61.0,68.0,56.0,62.0,55.0,87.0,67.0,81.0,48.0,32.0,J. Kauko,26,Finland,CM CDM
8567,67,67,31.0,25.0,40.0,31.0,21.0,21.0,12.0,13.0,12.0,11.0,14.0,67.0,69.0,66.0,70.0,69.0,13.0,11.0,40.0,24.0,12.0,12.0,16.0,7.0,49.0,40.0,23.0,12.0,29.0,21.0,11.0,50.0,30.0,12.0,S. Pouplin,32,France,GK
8568,67,68,32.0,67.0,30.0,28.0,59.0,71.0,24.0,29.0,55.0,73.0,34.0,16.0,15.0,8.0,8.0,11.0,76.0,27.0,61.0,23.0,47.0,20.0,63.0,74.0,68.0,56.0,78.0,21.0,31.0,64.0,18.0,92.0,41.0,46.0,H. Veerman,26,Netherlands,ST
8569,67,67,70.0,66.0,59.0,68.0,66.0,65.0,41.0,53.0,50.0,36.0,31.0,9.0,7.0,9.0,7.0,8.0,67.0,70.0,72.0,57.0,54.0,70.0,43.0,46.0,65.0,60.0,59.0,73.0,67.0,71.0,69.0,80.0,46.0,44.0,P. Gibaud,29,France,CB LB
8570,67,68,77.0,73.0,73.0,75.0,67.0,64.0,64.0,65.0,66.0,63.0,71.0,10.0,11.0,7.0,16.0,9.0,51.0,67.0,69.0,60.0,62.0,62.0,68.0,60.0,62.0,63.0,70.0,64.0,79.0,77.0,62.0,67.0,64.0,61.0,K. Wolze,27,Germany,LM LB
8571,67,67,73.0,54.0,65.0,59.0,69.0,55.0,61.0,66.0,68.0,65.0,44.0,13.0,10.0,14.0,6.0,9.0,64.0,12.0,53.0,54.0,73.0,21.0,56.0,66.0,68.0,62.0,76.0,22.0,71.0,68.0,24.0,61.0,60.0,55.0,J. Ramis,27,Uruguay,ST LW CAM RW
8572,67,67,75.0,65.0,75.0,75.0,62.0,57.0,68.0,59.0,65.0,38.0,30.0,8.0,8.0,14.0,16.0,8.0,54.0,60.0,85.0,63.0,36.0,71.0,51.0,53.0,72.0,52.0,48.0,68.0,75.0,72.0,65.0,62.0,38.0,26.0,F. Rodríguez,31,Colombia,LB
8573,67,72,66.0,76.0,60.0,70.0,53.0,54.0,41.0,23.0,46.0,27.0,41.0,13.0,15.0,9.0,16.0,8.0,69.0,58.0,70.0,59.0,32.0,71.0,51.0,22.0,54.0,61.0,52.0,69.0,65.0,56.0,70.0,59.0,27.0,37.0,M. Araujo,22,Peru,CB
8574,67,71,46.0,27.0,34.0,53.0,20.0,31.0,17.0,12.0,20.0,17.0,21.0,69.0,62.0,66.0,65.0,72.0,20.0,26.0,53.0,18.0,12.0,18.0,28.0,12.0,55.0,29.0,24.0,17.0,44.0,38.0,15.0,62.0,14.0,18.0,G. Herrera,25,Argentina,GK
8575,67,67,72.0,43.0,68.0,70.0,66.0,62.0,58.0,64.0,68.0,60.0,60.0,14.0,10.0,10.0,11.0,9.0,49.0,28.0,59.0,72.0,58.0,38.0,57.0,60.0,56.0,68.0,68.0,41.0,73.0,73.0,36.0,58.0,64.0,42.0,D. Arce,25,Argentina,LW LM
8576,67,67,68.0,68.0,60.0,61.0,55.0,69.0,50.0,38.0,52.0,42.0,43.0,12.0,15.0,7.0,6.0,15.0,61.0,66.0,71.0,47.0,40.0,68.0,68.0,35.0,67.0,51.0,63.0,66.0,69.0,76.0,66.0,81.0,49.0,43.0,R. Müller,30,Germany,CDM CB
8577,67,67,72.0,65.0,71.0,70.0,63.0,60.0,63.0,60.0,66.0,63.0,55.0,14.0,15.0,15.0,8.0,10.0,68.0,45.0,75.0,59.0,53.0,15.0,55.0,66.0,70.0,63.0,65.0,13.0,79.0,73.0,29.0,72.0,65.0,50.0,A. Woźniak,27,Poland,ST RM
8578,67,67,90.0,34.0,84.0,59.0,64.0,61.0,53.0,53.0,77.0,64.0,49.0,14.0,12.0,7.0,11.0,11.0,63.0,19.0,80.0,48.0,59.0,21.0,71.0,67.0,72.0,49.0,61.0,13.0,87.0,77.0,15.0,74.0,53.0,61.0,M. Sao,27,France,LM RM
8579,67,67,65.0,65.0,53.0,59.0,68.0,61.0,74.0,56.0,71.0,64.0,60.0,7.0,14.0,13.0,10.0,14.0,54.0,67.0,58.0,75.0,64.0,70.0,70.0,67.0,64.0,71.0,69.0,66.0,69.0,57.0,70.0,71.0,64.0,50.0,Julinho,30,Brazil,CAM ST LW CF
8580,67,80,61.0,55.0,70.0,62.0,67.0,58.0,31.0,36.0,68.0,58.0,42.0,12.0,11.0,10.0,10.0,13.0,41.0,70.0,72.0,69.0,60.0,52.0,53.0,65.0,47.0,72.0,72.0,62.0,65.0,70.0,72.0,71.0,60.0,34.0,P. Diop,19,Spain,RW CM
8581,67,80,46.0,27.0,32.0,47.0,16.0,26.0,16.0,20.0,12.0,14.0,14.0,70.0,69.0,62.0,61.0,68.0,18.0,26.0,58.0,21.0,13.0,11.0,24.0,14.0,63.0,29.0,17.0,12.0,48.0,45.0,18.0,73.0,14.0,17.0,Unai Simón,20,Spain,GK
8582,67,69,76.0,53.0,81.0,82.0,68.0,64.0,48.0,50.0,65.0,64.0,41.0,7.0,16.0,12.0,7.0,14.0,57.0,26.0,91.0,55.0,64.0,20.0,42.0,69.0,64.0,66.0,71.0,33.0,68.0,73.0,35.0,57.0,66.0,63.0,R. Söder,26,Sweden,CAM LM RM ST
8583,67,72,70.0,52.0,64.0,59.0,63.0,62.0,37.0,52.0,60.0,70.0,55.0,13.0,10.0,13.0,15.0,8.0,63.0,34.0,72.0,34.0,58.0,18.0,68.0,70.0,66.0,51.0,72.0,29.0,73.0,63.0,32.0,63.0,48.0,73.0,Jairo Morillas,23,Spain,ST
8584,67,77,65.0,70.0,76.0,74.0,67.0,64.0,69.0,68.0,69.0,58.0,74.0,7.0,6.0,13.0,15.0,12.0,60.0,57.0,62.0,65.0,69.0,50.0,34.0,63.0,56.0,69.0,68.0,57.0,61.0,66.0,61.0,67.0,70.0,43.0,C. Grant,22,England,RM CM
8585,67,72,70.0,87.0,72.0,75.0,64.0,60.0,38.0,44.0,53.0,29.0,43.0,9.0,6.0,13.0,11.0,13.0,55.0,65.0,83.0,58.0,28.0,60.0,40.0,33.0,64.0,64.0,57.0,70.0,68.0,90.0,67.0,71.0,47.0,40.0,R. Krauße,23,Germany,CM CDM
8586,67,74,66.0,49.0,69.0,67.0,69.0,64.0,54.0,63.0,67.0,59.0,55.0,11.0,11.0,6.0,15.0,11.0,58.0,27.0,73.0,66.0,57.0,27.0,53.0,62.0,59.0,69.0,60.0,28.0,73.0,63.0,36.0,77.0,67.0,54.0,H. Duljević,23,Bosnia Herzegovina,LM CAM
8587,67,69,68.0,75.0,51.0,52.0,45.0,57.0,22.0,24.0,32.0,20.0,23.0,6.0,13.0,11.0,7.0,6.0,68.0,65.0,49.0,32.0,23.0,68.0,33.0,30.0,61.0,48.0,41.0,63.0,78.0,70.0,67.0,81.0,29.0,30.0,Lim Chai Min,26,Korea Republic,CB
8588,67,68,42.0,30.0,30.0,41.0,20.0,22.0,13.0,18.0,12.0,12.0,12.0,65.0,66.0,62.0,68.0,67.0,18.0,24.0,61.0,32.0,15.0,11.0,21.0,17.0,62.0,27.0,21.0,17.0,44.0,42.0,13.0,75.0,54.0,19.0,A. Kann,26,United States,GK
8589,67,67,37.0,68.0,32.0,37.0,47.0,60.0,31.0,36.0,34.0,27.0,34.0,14.0,15.0,16.0,10.0,7.0,69.0,65.0,49.0,48.0,29.0,66.0,44.0,27.0,58.0,46.0,47.0,66.0,33.0,39.0,69.0,90.0,32.0,27.0,Rafael Amorim,29,Brazil,CB
8590,67,67,67.0,67.0,65.0,58.0,57.0,57.0,32.0,45.0,42.0,29.0,27.0,11.0,16.0,10.0,16.0,14.0,69.0,68.0,79.0,59.0,47.0,65.0,45.0,33.0,59.0,57.0,42.0,64.0,71.0,69.0,63.0,75.0,47.0,31.0,M. Sonnleitner,30,Austria,CB
8591,67,67,68.0,85.0,61.0,62.0,63.0,65.0,49.0,55.0,58.0,65.0,34.0,11.0,7.0,10.0,7.0,6.0,70.0,33.0,80.0,50.0,50.0,22.0,65.0,72.0,65.0,58.0,67.0,18.0,75.0,80.0,22.0,85.0,49.0,49.0,Z. Ondrášek,28,Czech Republic,ST
8592,67,67,67.0,59.0,74.0,75.0,70.0,66.0,58.0,54.0,64.0,57.0,57.0,9.0,8.0,11.0,15.0,14.0,66.0,66.0,73.0,66.0,70.0,62.0,51.0,59.0,62.0,70.0,73.0,66.0,66.0,70.0,66.0,62.0,65.0,63.0,A. Matuschyk,28,Poland,CDM CM
8593,67,67,55.0,76.0,55.0,55.0,63.0,68.0,53.0,57.0,56.0,66.0,62.0,13.0,7.0,13.0,6.0,14.0,72.0,26.0,82.0,42.0,59.0,21.0,65.0,68.0,67.0,44.0,74.0,17.0,62.0,65.0,21.0,83.0,59.0,60.0,J. Verhoek,28,Netherlands,ST
8594,67,69,77.0,70.0,72.0,78.0,65.0,65.0,66.0,60.0,65.0,48.0,56.0,15.0,13.0,8.0,8.0,6.0,59.0,61.0,82.0,61.0,62.0,67.0,43.0,61.0,63.0,60.0,66.0,67.0,76.0,69.0,67.0,71.0,58.0,40.0,B. Verboom,25,Belgium,LB
8595,67,72,88.0,30.0,81.0,77.0,65.0,59.0,64.0,67.0,68.0,64.0,30.0,8.0,7.0,14.0,14.0,7.0,44.0,12.0,59.0,41.0,60.0,20.0,51.0,64.0,73.0,52.0,70.0,12.0,83.0,83.0,14.0,61.0,56.0,43.0,T. Boyd,22,New Zealand,LW RW
8596,67,74,83.0,50.0,80.0,70.0,66.0,63.0,60.0,71.0,73.0,62.0,56.0,8.0,16.0,15.0,10.0,11.0,58.0,41.0,71.0,55.0,66.0,39.0,50.0,58.0,65.0,64.0,74.0,38.0,87.0,68.0,42.0,58.0,60.0,64.0,P. Joosten,21,Netherlands,LW CAM ST
8597,67,69,30.0,40.0,28.0,40.0,20.0,31.0,14.0,16.0,11.0,7.0,11.0,64.0,63.0,69.0,65.0,70.0,12.0,13.0,66.0,35.0,11.0,8.0,19.0,11.0,65.0,15.0,44.0,11.0,27.0,30.0,13.0,65.0,37.0,11.0,W. van der Steen,27,Netherlands,GK
8598,67,67,65.0,62.0,70.0,61.0,58.0,59.0,54.0,31.0,54.0,50.0,28.0,9.0,10.0,6.0,15.0,16.0,62.0,77.0,91.0,59.0,33.0,60.0,44.0,57.0,65.0,59.0,56.0,64.0,51.0,59.0,67.0,74.0,44.0,31.0,A. Danch,29,Poland,CB
8599,67,72,42.0,37.0,39.0,43.0,34.0,33.0,13.0,21.0,18.0,14.0,13.0,66.0,64.0,63.0,66.0,68.0,22.0,25.0,60.0,37.0,18.0,11.0,15.0,12.0,68.0,33.0,18.0,11.0,36.0,20.0,11.0,58.0,48.0,14.0,L. Koopmans,24,Netherlands,GK
8600,67,69,84.0,62.0,76.0,63.0,64.0,62.0,45.0,44.0,65.0,63.0,28.0,10.0,11.0,14.0,12.0,7.0,64.0,18.0,69.0,41.0,56.0,18.0,66.0,62.0,61.0,59.0,69.0,20.0,86.0,62.0,15.0,74.0,59.0,55.0,T. Akindele,25,Canada,LM ST
8601,67,72,67.0,74.0,48.0,45.0,62.0,59.0,67.0,54.0,64.0,34.0,35.0,7.0,9.0,15.0,11.0,8.0,70.0,64.0,61.0,65.0,41.0,65.0,42.0,55.0,59.0,62.0,53.0,61.0,70.0,83.0,66.0,88.0,51.0,33.0,R. van der Meer,22,Netherlands,LB
8602,67,67,49.0,58.0,57.0,63.0,66.0,58.0,55.0,59.0,56.0,52.0,42.0,8.0,16.0,8.0,8.0,9.0,65.0,64.0,70.0,73.0,76.0,67.0,54.0,55.0,71.0,62.0,70.0,72.0,63.0,73.0,70.0,53.0,55.0,61.0,G. Maldanada,29,Chile,CDM
8603,67,79,68.0,58.0,66.0,80.0,66.0,64.0,68.0,63.0,68.0,51.0,65.0,9.0,12.0,9.0,12.0,9.0,60.0,55.0,58.0,73.0,54.0,61.0,60.0,65.0,55.0,75.0,64.0,63.0,70.0,69.0,68.0,60.0,63.0,61.0,J. Leborgne,21,France,RB CM
8604,67,67,72.0,48.0,79.0,78.0,64.0,68.0,53.0,52.0,67.0,69.0,55.0,12.0,6.0,11.0,10.0,13.0,63.0,42.0,73.0,35.0,61.0,20.0,70.0,71.0,68.0,56.0,65.0,13.0,70.0,80.0,21.0,57.0,43.0,65.0,M. Abdellaoue,28,Norway,ST
8605,67,67,72.0,79.0,81.0,86.0,67.0,64.0,54.0,49.0,66.0,64.0,54.0,16.0,7.0,7.0,12.0,11.0,59.0,23.0,61.0,42.0,60.0,37.0,43.0,67.0,64.0,64.0,67.0,15.0,78.0,58.0,12.0,73.0,61.0,59.0,Q. Amarikwa,29,United States,ST
8606,67,71,50.0,67.0,65.0,64.0,66.0,60.0,80.0,81.0,62.0,57.0,80.0,14.0,7.0,11.0,8.0,7.0,56.0,68.0,63.0,70.0,76.0,65.0,73.0,50.0,68.0,66.0,86.0,67.0,45.0,72.0,66.0,73.0,69.0,65.0,Y. van Nieff,24,Netherlands,LB
8607,67,75,79.0,61.0,64.0,63.0,59.0,59.0,69.0,57.0,60.0,31.0,35.0,13.0,10.0,11.0,9.0,15.0,58.0,64.0,66.0,53.0,34.0,63.0,45.0,55.0,62.0,61.0,56.0,68.0,81.0,72.0,63.0,55.0,51.0,33.0,Campins,22,Spain,RB
8608,67,68,62.0,64.0,74.0,73.0,71.0,78.0,,,63.0,48.0,61.0,13.0,8.0,12.0,7.0,16.0,56.0,63.0,71.0,69.0,49.0,58.0,46.0,54.0,60.0,72.0,59.0,59.0,63.0,72.0,60.0,72.0,66.0,51.0,Y. Kasim,26,Iraq,CDM CM
8609,67,72,63.0,63.0,62.0,74.0,65.0,65.0,65.0,60.0,63.0,62.0,63.0,7.0,14.0,14.0,11.0,7.0,51.0,64.0,74.0,68.0,66.0,59.0,61.0,64.0,61.0,70.0,73.0,62.0,59.0,74.0,64.0,71.0,66.0,56.0,M. Power,23,England,RM CM
8610,67,73,44.0,27.0,34.0,41.0,18.0,24.0,21.0,13.0,16.0,17.0,13.0,66.0,65.0,61.0,68.0,70.0,17.0,22.0,53.0,23.0,20.0,13.0,22.0,16.0,59.0,29.0,17.0,21.0,40.0,23.0,22.0,56.0,42.0,14.0,I. Provedel,23,Italy,GK
8611,67,67,69.0,74.0,62.0,57.0,51.0,58.0,37.0,33.0,30.0,41.0,39.0,16.0,12.0,13.0,11.0,14.0,63.0,60.0,88.0,57.0,49.0,67.0,46.0,38.0,55.0,55.0,55.0,63.0,75.0,78.0,65.0,79.0,48.0,44.0,C. Avinel,30,France,CB
8612,67,67,68.0,70.0,66.0,66.0,65.0,70.0,57.0,45.0,58.0,41.0,41.0,8.0,14.0,13.0,13.0,11.0,63.0,62.0,76.0,59.0,43.0,65.0,46.0,59.0,66.0,64.0,59.0,70.0,68.0,80.0,67.0,65.0,57.0,38.0,J. Kalla,30,Germany,LM RM RB
8613,67,67,76.0,49.0,72.0,76.0,64.0,67.0,49.0,67.0,63.0,71.0,68.0,10.0,7.0,11.0,9.0,10.0,67.0,25.0,60.0,39.0,67.0,18.0,73.0,65.0,62.0,56.0,66.0,44.0,73.0,68.0,24.0,59.0,56.0,68.0,S. Chhetri,32,India,ST
8614,67,75,61.0,45.0,72.0,68.0,71.0,59.0,47.0,45.0,67.0,63.0,44.0,11.0,13.0,12.0,13.0,12.0,41.0,43.0,59.0,63.0,60.0,36.0,65.0,59.0,56.0,70.0,45.0,38.0,62.0,56.0,42.0,48.0,67.0,50.0,Bicho,21,Spain,LM CM CAM
8615,67,67,65.0,59.0,64.0,68.0,67.0,71.0,61.0,61.0,63.0,49.0,54.0,7.0,15.0,7.0,9.0,9.0,57.0,69.0,75.0,65.0,46.0,66.0,58.0,48.0,65.0,66.0,55.0,65.0,70.0,80.0,63.0,72.0,57.0,47.0,M. Parensen,31,Germany,CDM CB LB
8616,67,75,69.0,73.0,60.0,54.0,55.0,56.0,21.0,23.0,37.0,19.0,30.0,13.0,13.0,14.0,9.0,8.0,65.0,67.0,64.0,52.0,41.0,65.0,40.0,21.0,61.0,58.0,59.0,63.0,72.0,57.0,68.0,73.0,42.0,29.0,Rodrigo Tarín,20,Spain,CDM RB CB
8617,67,74,69.0,53.0,58.0,64.0,52.0,60.0,33.0,36.0,41.0,27.0,32.0,6.0,6.0,13.0,9.0,12.0,64.0,70.0,76.0,68.0,68.0,66.0,42.0,32.0,58.0,67.0,74.0,68.0,69.0,77.0,74.0,78.0,65.0,65.0,J. Attamah,23,Ghana,CB CDM
8618,67,74,83.0,56.0,68.0,66.0,65.0,38.0,57.0,58.0,66.0,64.0,45.0,7.0,15.0,10.0,12.0,9.0,61.0,32.0,70.0,49.0,57.0,27.0,65.0,60.0,63.0,61.0,69.0,28.0,90.0,67.0,29.0,73.0,58.0,62.0,N. Ngamaleu,22,Cameroon,RM ST
8619,67,67,44.0,45.0,47.0,54.0,20.0,33.0,8.0,15.0,17.0,14.0,12.0,67.0,67.0,66.0,66.0,66.0,9.0,25.0,65.0,38.0,18.0,20.0,21.0,11.0,65.0,22.0,19.0,12.0,42.0,45.0,12.0,75.0,54.0,9.0,B. Shuttleworth,30,United States,GK
8620,67,74,58.0,67.0,39.0,48.0,50.0,64.0,32.0,27.0,34.0,27.0,30.0,9.0,12.0,12.0,6.0,13.0,67.0,63.0,67.0,54.0,28.0,64.0,38.0,25.0,63.0,53.0,43.0,64.0,61.0,62.0,69.0,81.0,46.0,27.0,L. Schweers,21,Germany,CB
8621,67,70,71.0,25.0,71.0,60.0,72.0,55.0,57.0,49.0,66.0,70.0,39.0,13.0,10.0,9.0,8.0,9.0,50.0,23.0,70.0,49.0,57.0,18.0,55.0,72.0,66.0,61.0,58.0,19.0,75.0,72.0,21.0,68.0,61.0,51.0,Álvaro,26,Spain,CAM LM RM ST
8622,67,67,68.0,62.0,72.0,70.0,64.0,57.0,58.0,52.0,65.0,65.0,60.0,12.0,10.0,9.0,6.0,14.0,73.0,39.0,77.0,62.0,64.0,26.0,66.0,64.0,65.0,63.0,62.0,23.0,65.0,70.0,16.0,72.0,68.0,60.0,V. Dyadyun,28,Russia,LM RM ST
8623,67,71,63.0,52.0,65.0,53.0,61.0,57.0,52.0,47.0,61.0,69.0,47.0,11.0,11.0,12.0,12.0,13.0,74.0,24.0,70.0,47.0,58.0,20.0,55.0,69.0,58.0,56.0,67.0,22.0,51.0,65.0,23.0,88.0,39.0,59.0,I. Bulos,24,Peru,ST
8624,67,67,63.0,73.0,67.0,66.0,65.0,62.0,60.0,61.0,64.0,59.0,52.0,8.0,12.0,11.0,16.0,12.0,64.0,63.0,83.0,61.0,60.0,58.0,61.0,66.0,72.0,64.0,65.0,64.0,72.0,91.0,62.0,75.0,63.0,62.0,D. Pratley,32,England,CM
8625,67,71,72.0,67.0,68.0,59.0,64.0,57.0,60.0,50.0,61.0,40.0,55.0,12.0,10.0,11.0,12.0,13.0,63.0,64.0,65.0,62.0,40.0,65.0,55.0,54.0,65.0,65.0,45.0,66.0,72.0,77.0,67.0,71.0,50.0,47.0,Joel,25,Portugal,LB
8626,67,67,36.0,45.0,33.0,42.0,34.0,46.0,24.0,38.0,28.0,14.0,11.0,69.0,54.0,78.0,65.0,68.0,23.0,20.0,76.0,23.0,16.0,20.0,20.0,15.0,73.0,13.0,45.0,20.0,49.0,44.0,14.0,55.0,50.0,16.0,Marco Pinto,29,Portugal,GK
8627,67,67,76.0,70.0,76.0,68.0,66.0,68.0,67.0,65.0,63.0,62.0,67.0,12.0,6.0,8.0,15.0,6.0,59.0,55.0,72.0,60.0,64.0,29.0,57.0,70.0,69.0,63.0,67.0,34.0,75.0,72.0,38.0,66.0,60.0,58.0,Licá,28,Portugal,LW RW
8628,67,70,79.0,66.0,76.0,74.0,,66.0,66.0,,,63.0,73.0,9.0,11.0,10.0,7.0,7.0,48.0,59.0,70.0,57.0,67.0,56.0,59.0,63.0,60.0,58.0,70.0,63.0,85.0,76.0,63.0,60.0,63.0,59.0,C. Goodwin,25,Australia,LW
8629,67,76,40.0,74.0,45.0,51.0,58.0,62.0,53.0,57.0,53.0,21.0,36.0,6.0,13.0,10.0,10.0,10.0,71.0,61.0,74.0,64.0,42.0,63.0,53.0,21.0,56.0,66.0,51.0,62.0,63.0,57.0,68.0,76.0,55.0,37.0,João Nunes,21,Portugal,CB
8630,67,67,33.0,25.0,46.0,50.0,22.0,68.0,11.0,14.0,18.0,11.0,18.0,62.0,,,65.0,,14.0,22.0,71.0,32.0,19.0,13.0,11.0,11.0,83.0,27.0,24.0,13.0,42.0,28.0,14.0,63.0,57.0,11.0,L. McCormick,33,England,GK
8631,67,67,35.0,20.0,34.0,61.0,19.0,38.0,22.0,15.0,20.0,11.0,12.0,70.0,65.0,53.0,69.0,72.0,15.0,16.0,59.0,34.0,20.0,11.0,23.0,11.0,52.0,42.0,25.0,18.0,33.0,41.0,20.0,58.0,20.0,15.0,R. Köse,29,Turkey,GK
